Serial,M1,M2,M3,M4,M5,M6,S2,D1,D2,D3,D4,D4A.1,D4B.1,D4C.1,D4D.1,D4D1.1,D4E.1,D4A.2,D4B.2,D4C.2,D4D.2,D4D1.2,D4E.2,D4A.3,D4B.3,D4C.3,D4D.3,D4D1.3,D4E.3,D4A.4,D4B.4,D4C.4,D4D.4,D4D1.4,D4E.4,D4A.5,D4B.5,D4C.5,D4D.5,D4D1.5,D4E.5,D4A.6,D4B.6,D4C.6,D4D.6,D4D1.6,D4E.6,D4A.7,D4B.7,D4C.7,D4D.7,D4D1.7,D4E.7,D4A.8,D4B.8,D4C.8,D4D.8,D4D1.8,D4E.8,D4A.9,D4B.9,D4C.9,D4D.9,D4D1.9,D4E.9,D4F.1,D4F.2.1,D4F.2.2,D4F.2.3,D4F.2.4,D4F.2.5,D4F.2.6,D4F.2.7,D4F.2.8,D4F.2.9,D4F.2.10,D4F.2.11,D4F.2.12,D4F.2.13,D4F.2.14,D4F.2.15,D4F.2.16,D4F.2.97,D4G.1,D4G.2.1,D4G.2.2,D4G.2.3,D4G.2.4,D4G.2.5,D4G.2.6,D4G.2.7,D4G.2.8,D4G.2.9,D4G.2.10,D4G.2.11,D4G.2.12,D4G.2.13,D4G.2.14,D4G.2.15,D4G.2.16,D4G.2.17,D4G.2.18,D4G.2.97,D4H,D4I,D4J,D4J.2.1,D4J.2.2,D4J.2.3,D4J.2.4,D4J.2.5,D4J.2.6,D4J.2.7,D4J.2.8,D4J.2.9,D4J.2.10,D4J.2.97,D5,D6,D7,D8,D9,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.97,Q14,Q15A,Q15B,Q15C,Q15D,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q24G,Q24H,Q24I,Q24J,Q24K,Q24L,Q24M,Q24N,Q24O,Q24P,Q24T,Q25,QN1,QN2,QN3,QN4,QN5,QN6,QN7,QN8,QN9,QN10,QN11
31,1,16513c19221,796695841,2,0,1,2,2,40,4,2,2,10,1,1,1,2,1,17,2,0,0,3,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,3,1,5,1,1,1,1,2,0,1,13,U,U,U,U,U,U,U,U,U,U,U,U,1,U,10,U,U,U,20,10,2,1,1 97,1,13,0,1 2 5 9,3,1,U,U,2,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
32,1,16513c19280,795245883,1,0,0,2,1,44,8,6,2,5,2,0,0,2,1,6,2,0,0,2,1,10,1,1,1,2,2,12,1,1,1,2,1,13,1,1,1,2,1,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 5 7 9 13,1,U,5,2,3,U,U,U,4,U,U,U,U,U,2 3 6 9 10,50,10,30,25,9,1,1,4,1,2 12 13,0,1 2 3,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,15 16,0,0,0,0,0,0,0,0,0,0,0
34,1,16513c07499,775881329,1,0,1,2,2,30,6,5,2,2,2,0,0,2,2,4,2,0,0,2,1,8,1,1,1,2,2,11,1,1,1,2,1,13,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,5,1,5,1,1,1,1,2,0,1,2 4 11 13,U,4,U,3,U,U,U,U,U,U,1,U,2,U,3 9 10 12,10,U,20,20,9,1,1,1 3 4 8,1,12 13 16,0,1 3 9,2,U,3,U,U,U,U,U,1,U,U,U,U,U,U,U,U,5 12,0,0,0,0,0,0,0,0,0,0,0
35,1,16513c14892,790381494,1,0,0,2,2,41,7,5,2,3,2,0,0,2,2,8,1,1,1,3,1,12,1,1,1,3,2,14,1,1,1,3,2,16,1,1,1,3,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2 4,1 2 5,1,5,1,5,1,1,1,1,2,0,1,1 2 4 9 13,1,4,U,5,U,U,U,U,2,U,U,U,3,U,2 3 6 9 10 14,30,15,15,20,2,1,1,1 3 4 7 8,1,4 12 13 20,0,1 2 3 9 12,3,1,U,U,U,U,U,U,U,U,U,2,U,U,U,U,U,19,0,0,0,0,0,0,0,0,0,0,0
37,1,19912c08708,788342905,2,0,0,9,1,28,6,4,2,1,2,0,0,2,2,2,2,0,0,2,2,3,2,0,0,2,1,4,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 13,1,4,5,2,U,U,U,U,U,U,U,U,3,U,4 5 6 7 9 11,U,25,45,30,9,1,1,4 5,1,12 14,0,1 2 3,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9 15,0,0,0,0,0,0,0,0,0,0,0
38,1,19912c01644,796458544,2,0,1,4,2,28,4,2,2,2,2,0,0,2,2,4,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,2 5,1,1,1,1,2,0,1,1 2 13,1,2,U,U,U,U,U,U,U,U,U,U,3,U,7 11,U,U,24,22,7,1,1,5 6,1,14 15,0,2 3 4 9,U,3,2,U,U,U,U,U,1,U,U,U,U,U,U,U,U,18,0,0,0,0,0,0,0,0,0,0,0
39,1,19912c08802,775196721,2,0,1,10,1,70,4,1,1,13,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 13,1,2,U,U,U,U,U,U,U,U,U,U,3,U,9 10,U,U,20,30,10,1,1,1,1,13,0,1 2 3 8 9 15,3,U,1,U,U,U,U,U,2,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
40,1,19912c08819,779517380,2,0,0,10,2,32,4,2,2,3,2,0,0,2,1,6,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,3 5,1,1,1,1,2,0,1,1 2 13,1,2,U,U,U,U,U,U,U,U,U,U,3,U,6 9 11,U,15,20,11,9,1,1,4 6,1,12 15,0,1 3 8 15,2,U,3,U,U,U,U,1,U,U,U,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
41,1,16513c18890,790448212,1,0,0,1,1,43,8,6,1,4,2,0,0,2,1,8,1,1,1,2,1,9,1,1,1,2,1,10,1,1,1,2,2,12,1,1,1,2,1,17,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,1,0,0,0,1,2,0,6,1 2 97,1,5,1,2,1,1,1,1,2,0,1,5 8 9,U,U,U,U,1,U,U,3,2,U,U,U,U,U,3 5 6 9 10,50,40,10,10,3,1,1,1 2 3 4,1,12 18,0,5 9,U,U,U,U,1,U,U,U,2,U,U,U,U,U,U,U,U,12,0,0,0,0,0,0,0,0,0,0,0
43,1,19912c08700,799155982,2,0,0,9,1,30,4,2,2,3,2,0,0,2,1,7,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 13,1,3,U,U,U,U,U,U,U,U,U,U,2,U,3 6 7,15,10,5,U,3,1,1,4 5 8,1,12 14,0,1 3 9 15,1,U,2,U,U,U,U,U,U,U,U,U,U,U,3,U,U,19,0,0,0,0,0,0,0,0,0,0,0
44,1,19911c04731,785262093,2,0,1,4,1,48,3,1,2,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,6,1,5,1,1,1,1,2,0,1,1 2,1,2,U,U,U,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,3,2,0,2,0,1,2 3 15 16,U,1,2,U,U,U,U,U,U,U,U,U,U,U,3,U,U,99,0,0,0,0,0,0,0,0,0,0,0
46,1,19911c04998,787059472,2,0,0,4,1,32,4,2,1,1,2,0,0,2,1,4,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,2,1,2,1,5,1,1,2,1,2,0,1,1 2,1,2,U,U,U,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,1,1,2,1,18,0,1 2 3,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,15,0,0,0,0,0,0,0,0,0,0,0
47,1,19911c04986,786304174,2,0,0,4,2,22,5,2,2,3,2,0,0,2,1,4,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,2,1,5,1,1,1,1,2,0,1,1 2,1,2,U,U,U,U,U,U,U,U,U,U,U,U,7 9 10,U,U,30,15,9,1,1,5 6,1,14 15,0,1 2 3,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,15,0,0,0,0,0,0,0,0,0,0,0
48,1,19911c04615,786253399,1,0,1,4,1,34,6,4,1,2,2,0,0,2,2,4,2,0,0,2,1,7,1,1,1,2,1,9,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,5,1,1,2,2,2,0,1,1 2 3 4 5 13,1,4,5,2,3,U,U,U,U,U,U,U,U,U,3 6 7 9 11,15,20,35,20,9,1,1,1 2,1,12 18,0,1 2 3,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9 15 16,0,0,0,0,0,0,0,0,0,0,0
49,1,19912c10804,787621541,1,0,0,12,1,52,6,3,1,9,1,1,1,2,2,11,1,1,1,2,2,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 13,1,2,U,U,U,U,U,U,U,U,U,U,3,U,2 3,60,U,U,U,3,1,1,7 8,1,16 20,0,1 3 9,1,U,3,U,U,U,U,U,2,U,U,U,U,U,U,U,U,12,0,0,0,0,0,0,0,0,0,0,0
50,1,19912c08803,777261413,2,0,1,10,1,53,4,2,2,8,1,1,1,2,1,12,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 13,1,3,U,U,U,U,U,U,U,U,U,U,2,U,3 9 10,30,U,20,20,3,1,1,1 4,1,12 13,0,1 3 9,3,U,2,U,U,U,U,U,1,U,U,U,U,U,U,U,U,12,0,0,0,0,0,0,0,0,0,0,0
51,1,16513c05211,775966080,3,0,1,2,2,51,4,1,1,15,2,0,0,3,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,1 2,1,3,1,5,1,1,2,1,2,0,1,1,1,U,U,U,U,U,U,U,U,U,U,U,U,U,6 9 10,U,10,10,20,10,2,1,1,1,13,0,2 3 10 13,U,1,2,U,U,U,U,U,U,3,U,U,U,U,U,U,U,15,0,0,0,0,0,0,0,0,0,0,0
52,1,16513c15205,798475980,2,0,0,2,2,32,5,4,2,3,2,0,0,2,1,5,2,0,0,2,2,7,1,1,1,2,1,10,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,5,1,5,1,1,1,1,1,97,1,1 2 4 5 10 13,1,U,U,2,3,U,U,U,U,4,U,U,5,U,2 3 6 7 9 11,45,5,15,15,2,1,1,7,1,2 12 16 17,0,1 2 3,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,16,0,0,0,0,0,0,0,0,0,0,0
53,1,19912c08705,798540564,2,0,0,9,1,64,4,1,1,14,1,1,1,1,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1 5,1,4,1,5,1,1,2,2,2,0,1,1,1,U,U,U,U,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,3,2,0,2,0,2 8,1 2 3 9 15 16,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
54,1,19912c13311,77173596,2,1,1,12,1,35,4,2,1,13,1,1,1,2,2,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,0,6,1 2,1,5,1,5,1,1,1,2,2,0,1,1 4 13,1,U,U,2,U,U,U,U,U,U,U,U,3,U,3 9,20,U,30,U,9,1,1,4 8,1,12 16,0,1 3 9,2,U,3,U,U,U,U,U,1,U,U,U,U,U,U,U,U,19,0,0,0,0,0,0,0,0,0,0,0
55,1,47412c00876,788109746,3,0,0,12,2,36,3,1,2,16,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1,1,5,1,2,1,1,2,2,1,97,1,1 2,1,2,U,U,U,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,2,2,0,1,2 3,0,12,U,U,U,U,U,U,U,U,U,U,U,1,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
56,1,16513c17490,796136946,1,0,1,2,2,35,7,6,1,4,2,0,0,2,2,5,2,0,0,2,1,9,1,1,1,2,1,11,1,1,1,2,1,12,1,1,1,3,2,13,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 5 9 13,2,5,U,1,3,U,U,U,U,U,U,U,4,U,3 4 5 6 7 9 11,30,30,40,20,9,1,1,1 4,1,12 13,0,1 2 3 15 16,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
57,1,16513c11104,790366174,2,0,0,3,2,42,5,3,1,4,2,0,0,2,2,5,2,0,0,2,2,13,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,1,2,1,5,1,1,1,1,2,0,1,2 3 4 13,U,4,2,1,U,U,U,U,U,U,U,U,3,U,3 4 5 6 7 9 10,15,25,20,20,6,1,1,1 2,1,15,0,2 3 4 9 15 16,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
58,1,19911c02715,786250996,1,0,0,4,2,37,7,6,1,1.5,2,0,0,2,1,1.5,2,0,0,2,1,3,2,0,0,2,1,3,2,0,0,2,2,10,1,1,1,2,2,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2 3,1,5,1,5,1,1,1,1,2,0,1,1 2,1,2,U,U,U,U,U,U,U,U,U,U,U,U,1 2 6 7 9 11,70,15,30,15,2,1,1,4 5 6,1,2 12 14 15,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9 15 16,0,0,0,0,0,0,0,0,0,0,0
59,1,19908c03588,785374462,2,0,1,4,2,43,6,2,2,10,1,1,1,2,2,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 13,1,3,U,U,U,U,U,U,U,U,U,U,2,U,2 3,40,U,U,U,3,2,1,7 8,1,16 20 97,0,2 3 9,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,16,0,0,0,0,0,0,0,0,0,0,0
60,1,19911c05002,786481362,2,0,0,4,1,20,3,1,2,3,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,4,1,5,1,1,2,1,2,0,1,1 2,1,2,U,U,U,U,U,U,U,U,U,U,U,U,6 7 9,U,10,20,U,9,2,1,6,1,15,0,1 2 3 15,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
61,1,16513c19018,799820452,2,0,0,2,2,26,6,4,1,2.6,2,0,0,2,1,4,2,0,0,2,2,6,1,1,1,2,1,8,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,1,1,2,0,1,4 8 13,U,U,U,1,U,U,U,2,U,U,U,U,3,U,3 9 10,20,U,20,57,10,2,1,1 3 4 8,1,12 13 16,0,1 9,1,U,U,U,U,U,U,U,2,U,U,U,U,U,U,U,U,2 3,0,0,0,0,0,0,0,0,0,0,0
62,1,19912c01371,798490042,2,0,0,4,2,49,4,2,1,6,2,0,0,2,1,8,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 13,1,U,U,U,U,U,U,U,U,U,U,U,2,U,2 3 9,30,U,10,U,3,1,1,7 8,1,16 20,0,1 3 9,2,U,3,U,U,U,U,U,1,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
63,1,19906c01824,795186740,1,0,0,4,1,48,7,2,1,11,1,1,1,2,2,16,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,1,4,1,5,1,1,2,1,2,0,1,1,1,U,U,U,U,U,U,U,U,U,U,U,U,U,3 6 9 10,15,5,30,50,10,2,1,8,1,2,0,1 2 3 15 16,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
64,1,19912c00549,798785799,2,0,0,4,1,36,5,3,2,0.6,2,0,0,2,1,5,1,2,2,2,2,6,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 13,1,3,4,2,U,U,U,U,U,U,U,U,5,U,4 6 7 9 10 11,U,15,35,25,9,2,2,0,2,0,2,1 2 3 15,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,12 13 14 17 19,0,0,0,0,0,0,0,0,0,0,0
65,1,19912c06828,779661635,2,0,0,4,2,39,5,4,1,7,1,1,1,2,1,7,1,1,1,2,1,14,1,1,1,2,2,17,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,4,1,5,1,1,2,1,2,0,1,1,1,U,U,U,U,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,1,1,1 4 8,1,12 13 16,0,2 3 15,U,1,2,U,U,U,U,U,U,U,U,U,U,U,3,U,U,9 16,0,0,0,0,0,0,0,0,0,0,0
